Gene,C3,C5,C7,T3,T4,T5
8430430B14Rik,43,30,34,33,41,27
4933433H22Rik,3,4,9,5,5,0
Gm19696,236,126,151,216,225,140
Gm41640,10,18,9,16,19,5
Zfp36l2,9198,5920,7359,8042,9328,3975
Thada,446,306,346,355,369,150
Plekhh2,674,326,515,620,703,161
Dync2li1,61,51,65,68,78,34
Abcg5,138,48,86,165,187,93
Abcg8,86,48,43,112,88,55
Lrpprc,2328,1566,2129,1907,2165,614
1110020A21Rik,21,7,11,20,35,6
Ppm1b,3491,2241,2690,2957,3041,1260
Slc3a1,1085,841,862,1172,1361,657
Prepl,1600,1014,1220,1432,1579,443
Camkmt,515,310,384,420,463,252
Six3os1,0,0,0,0,0,0
Six3,0,0,0,0,0,0
Six2,48,38,30,27,62,23
Srbd1,558,339,421,386,417,148
Gm5817,159,104,121,195,193,100
Prkce,893,612,777,924,1014,617
2010106C02Rik,2,0,3,8,8,6
Epas1,4955,3100,4174,4709,5955,2296
Tmem247,0,0,0,0,0,0
Atp6v1e2,1,1,0,2,2,1
Rhoq,1177,923,1044,1059,1340,384
Pigf,353,245,327,269,273,174
Cript,910,715,748,804,778,609
Socs5,641,495,512,502,638,271
C330024C12Rik,0,0,0,0,0,0
Gm51270,0,0,0,0,0,0
Mcfd2,2637,1803,2225,2164,2366,1864
4833418N02Rik,112,50,86,123,138,52
Ttc7,3925,2586,3183,3303,3587,3676
Stpg4,0,1,0,0,0,3
Calm2,10471,6492,8712,8504,8518,7320
Gm30794,26,8,14,15,12,6
Gm46609,40,18,22,27,21,16
Epcam,51131,29517,42872,46253,49760,26559
Msh2,1179,642,866,895,899,386
Kcnk12,2,8,2,1,2,3
Msh6,1235,823,1041,954,1075,271
Fbxo11,1969,1220,1603,1866,1951,630
Gm4832,0,1,0,0,0,0
Foxn2,788,551,621,595,688,192
Ppp1r21,889,586,766,815,795,342
Gm31704,11,8,6,11,13,4
Ston1,354,283,307,330,433,136
Gtf2a1l,0,0,2,2,1,0
Lhcgr,1,0,0,0,0,0
Fshr,0,0,0,0,0,0
4933400B14Rik,0,0,0,0,0,0
Gm4719,0,0,0,0,0,0
Nrxn1,42,28,37,31,35,14
Gm20491,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,1,0
Adcyap1,10,8,11,7,8,2
Mettl4,517,391,432,411,482,106
2700099C18Rik,171,89,83,101,95,43
Gm1976,119,53,76,126,95,18
Gm20939,78,40,49,30,66,39
Vmn1r238,0,0,0,0,0,0
Crem,221,93,188,135,191,80
Gm6225,8,10,14,15,8,6
Cul2,1211,793,982,991,851,341
Bambi,121,98,79,116,116,72
Lyzl1,0,0,0,0,0,0
Map3k8,108,61,61,86,77,42
4833419F23Rik,13,11,18,13,8,2
Mtpap,686,477,599,612,641,251
Jcad,218,275,201,255,294,86
Gm10556,0,0,0,1,0,0
Svil,2084,1343,1669,1395,1886,502
Gm26682,2,4,6,10,16,2
Zfp438,97,39,65,71,76,12
Gm10125,0,4,3,3,8,5
Zeb1,449,327,405,392,464,111
Arhgap12,2315,1429,1697,2260,2326,738
Kif5b,7519,4675,6172,6836,6825,1646
Epc1,837,642,766,928,1012,400
Mir1893,0,0,0,0,0,0
4921524L21Rik,0,0,0,0,0,0
Rab18,3202,2180,2506,2928,2768,1199
Mkx,192,152,128,151,175,45
Armc4,0,1,1,0,1,0
Mpp7,525,378,449,470,561,133
Wac,2777,1943,2368,2703,2611,693
Fzd8,574,392,489,457,554,452
Gjd4,0,0,0,0,0,0
Ccny,2758,1688,2062,2407,2682,1155
Cetn1,0,0,0,0,0,0
Colec12,374,568,286,284,362,113
Thoc1,677,466,537,486,554,224
Usp14,1530,1041,1304,1223,1307,471
Rock1,2558,1633,1957,2286,2352,670
Greb1l,148,99,146,150,195,30
Esco1,946,620,820,889,862,379
Snrpd1,797,601,663,575,506,565
Abhd3,119,114,94,95,118,53
4930563E18Rik,1,0,0,1,0,0
Mib1,2730,1647,2079,2563,2687,647
Mir133a-1,0,0,0,0,0,0
Mir1b,0,0,0,0,0,0
Mir1a-2,0,0,0,0,0,0
Gata6os,116,82,92,114,128,52
Gata6,1967,1415,1633,1957,2062,1289
Rbbp8,893,593,711,756,769,228
Gm6277,16,15,11,10,25,14
Cables1,980,662,759,1139,1271,1207
Mir1901,0,0,0,0,0,0
Tmem241,146,158,175,178,206,118
Riok3,3433,2220,2780,3061,3176,1472
Rmc1,1123,687,941,786,1039,474
Npc1,1425,1080,1273,1629,1616,702
Ankrd29,14,13,17,9,27,9
Lama3,765,445,713,1512,1847,387
Ttc39c,43,55,42,37,43,37
Mir1948,0,0,0,0,0,0
Cabyr,14,1,2,15,12,2
Osbpl1a,339,245,286,326,317,87
Impact,678,468,580,626,706,126
Hrh4,0,0,0,2,1,0
Gm36747,0,1,0,0,0,0
Zfp521,86,99,88,97,137,34
6330525I24Rik,2,0,0,6,0,0
8430422H06Rik,0,0,0,0,0,0
Ss18,2033,1306,1615,1562,1645,468
Psma8,5,4,5,1,4,0
Taf4b,268,178,225,262,281,81
Kctd1,166,107,102,108,147,55
4933424G05Rik,0,1,2,0,2,0
Aqp4,18955,10369,12692,13472,14870,2938
Chst9,0,0,0,0,0,0
Cdh2,107,128,90,83,125,39
Gm15328,1,1,0,0,0,0
1700001G01Rik,0,0,0,0,0,0
4921533I20Rik,0,0,0,0,0,0
4930545E07Rik,0,0,0,0,0,0
Dsc3,1,9,3,0,1,1
Dsc2,8205,5400,7084,8296,8511,3384
Dsc1,0,0,0,0,0,0
Dsg1c,2,0,2,1,1,0
Dsg1a,0,0,0,0,0,0
Dsg1b,0,0,2,0,0,0
Dsg4,4,6,3,12,9,2
Dsg3,1,0,0,2,0,1
Dsg2,13117,7862,10578,14988,15857,4172
Gm16090,55,21,31,61,52,9
Ttr,261,157,167,286,304,190
B4galt6,1601,1229,1150,1502,1452,607
Trappc8,2595,1622,2169,2209,2231,574
Rnf125,1109,439,781,522,486,233
Rnf138,422,268,370,442,380,203
Mep1b,2879,1806,2203,3321,3036,1144
Garem1,851,499,578,891,864,366
Klhl14,0,0,0,0,0,0
4930426D05Rik,3,0,0,1,0,0
Ccdc178,0,0,0,0,0,0
Asxl3,52,26,45,66,50,15
Nol4,4,0,2,4,7,2
Gm7788,0,0,0,0,0,0
Dtna,330,153,241,188,253,69
Gm15972,42,32,24,45,44,25
Mapre2,3050,1938,2374,2774,3349,1410
Mir6360,0,1,0,0,4,0
Gm38559,0,0,0,0,0,0
Zscan30,57,43,53,49,36,11
Zfp397,718,555,646,761,865,186
Zfp35,416,296,324,342,397,139
Zfp24,803,550,695,781,767,219
Ino80c,774,550,674,782,732,350
Galnt1,3853,2357,3005,3457,3239,1356
Gm38410,0,0,0,0,0,0
Mir187,0,0,0,0,0,0
2700062C07Rik,180,128,141,155,135,104
Rprd1a,325,241,320,290,335,99
Slc39a6,196,186,161,162,216,88
Elp2,730,559,681,712,708,244
Mocos,540,428,532,560,503,507
Fhod3,152,54,93,71,151,66
Tpgs2,225,164,199,164,216,87
AW554918,272,178,198,274,242,71
Celf4,127,79,97,74,138,55
4930474G06Rik,0,0,0,0,0,0
Gm33948,0,0,0,0,0,0
4930578E11Rik,0,0,0,0,0,0
4930527G23Rik,0,0,0,0,0,0
Pik3c3,1334,811,982,1097,1261,498
Rit2,42,21,31,20,36,11
Syt4,74,60,65,53,98,31
Slc25a46,1755,1184,1338,1394,1492,432
Sap130,1758,1146,1439,1571,1499,722
Ammecr1l,1438,1043,1275,1269,1279,642
Gm26533,3,0,2,3,2,2
Polr2d,525,328,437,395,481,198
Wdr33,1895,1355,1680,1650,1696,1084
Sft2d3,305,184,238,256,350,186
Lims2,653,462,497,417,664,419
Gpr17,80,28,47,45,71,31
Myo7b,9528,5825,7255,9949,10880,7620
Iws1,1754,1076,1392,1515,1504,472
Proc,93,41,42,88,96,74
Map3k2,1636,959,1188,1594,1547,381
Ercc3,1282,874,1161,1089,1143,621
A830052D11Rik,0,2,2,2,6,2
Bin1,584,577,506,432,582,509
Gm35060,0,0,4,1,7,0
Gypc,168,141,138,122,147,85
4930455D15Rik,0,0,0,0,0,0
Tslp,16,9,11,22,18,6
Wdr36,1314,807,1025,1002,1113,382
Mir6361,0,0,0,0,0,0
Camk4,197,80,118,94,174,25
Stard4,6690,3881,5507,6796,7169,2241
Nrep,395,340,337,408,564,213
Gm10549,3,2,3,3,2,6
Epb41l4aos,275,217,231,278,334,203
Epb41l4a,202,131,232,192,254,140
Gm10548,9,13,9,7,5,13
Apc,3209,1994,2421,3308,3107,628
Srp19,898,518,678,643,667,417
Reep5,1600,1503,1358,1409,1633,938
Pkd2l2,326,215,295,285,295,70
Fam13b,1278,827,994,1217,1197,368
Wnt8a,0,0,0,0,0,0
Nme5,13,4,3,3,14,2
Brd8dc,32,31,13,23,32,1
Brd8,2263,1292,1590,1846,1787,570
Kif20a,989,631,728,697,598,263
Cdc23,905,634,727,801,880,384
Gfra3,89,79,63,79,90,44
Cdc25c,262,183,211,185,162,79
Fam53c,1308,790,1003,976,1165,658
Mir12191,0,0,0,0,0,0
Kdm3b,3759,2392,2962,3222,3293,1513
Reep2,61,48,62,35,92,49
Egr1,786,834,584,378,635,342
Etf1,4334,2972,3684,3369,3186,1514
Hspa9,9011,6263,7972,7420,6917,2878
Gm36037,0,0,0,0,0,0
Ctnna1,16260,10865,13429,15863,16402,6920
Lrrtm2,16,17,15,19,20,8
Sil1,1428,920,1167,1276,1311,1207
Snhg4,238,124,178,231,273,107
Mir1949,14,15,14,6,12,1
Snora74a,4,5,2,7,6,1
Matr3,3254,2156,2568,2684,2919,1018
Paip2,1940,1214,1376,1654,1673,1133
Slc23a1,27,12,19,27,40,9
Mzb1,1,3,2,0,1,0
Prob1,79,43,64,59,70,33
Spata24,75,39,62,57,74,43
Dnajc18,341,239,266,254,320,115
Ecscr,565,204,402,370,257,309
1700066B19Rik,1481,425,963,695,679,581
Sting1,863,500,667,494,478,279
Ube2d2a,2890,1890,2423,2414,2517,1211
Cxxc5,415,392,351,428,416,391
C330008A17Rik,0,1,0,0,1,0
Psd2,16,30,17,31,24,5
Nrg2,53,15,46,54,51,44
4930471G03Rik,0,0,0,0,0,0
Pura,1714,1076,1484,1289,1374,494
Igip,408,251,345,385,449,119
Cystm1,6669,4404,5377,5461,5703,5194
Pfdn1,808,614,688,650,592,638
Hbegf,821,364,605,399,415,278
Slc4a9,1,2,2,2,6,3
Ankhd1,2793,1784,2299,2559,2651,536
Eif4ebp3,2640,1955,2194,2046,2236,1860
Sra1,2084,1523,1734,1518,1678,1195
Apbb3,748,414,578,617,777,360
Slc35a4,3747,2601,3138,2887,2877,2321
E230025N22Rik,206,113,189,176,220,129
Cd14,2450,1905,1851,1611,1630,1296
Tmco6,502,287,399,430,517,394
Ndufa2,1954,1381,1695,1526,1567,1342
Ik,2641,1765,2045,2006,2141,948
Wdr55,568,353,374,322,381,228
Dnd1,24,19,51,20,33,18
Hars,1537,1016,1339,1066,1120,587
Hars2,929,668,861,774,885,298
Zmat2,1391,918,1162,1095,1116,726
Vaultrc5,0,0,0,0,0,1
Gm6756,1,0,0,0,0,0
Pcdha1,0,0,0,0,0,0
Pcdha2,0,1,0,0,1,1
Pcdha3,1,1,1,1,2,0
Gm37013,0,0,0,0,0,0
Pcdha4,0,0,0,0,0,0
Pcdha5,3,0,4,4,2,0
Pcdha6,0,0,0,0,0,0
Gm38666,0,0,0,0,0,0
Gm38667,0,0,0,0,0,0
Pcdha7,0,0,0,0,0,0
Pcdha8,5,0,4,0,4,1
Pcdha9,0,6,6,1,3,1
Pcdha10,3,2,0,0,1,0
Pcdha11,1,0,1,1,0,0
Pcdha12,4,0,1,2,1,1
Pcdhac1,0,2,1,0,0,0
Pcdhac2,17,12,14,9,15,5
Pcdhb1,2,0,0,0,0,0
Pcdhb2,1,0,0,4,3,0
Pcdhb3,15,14,3,7,15,5
Pcdhb4,22,17,10,14,20,6
Pcdhb5,18,10,6,23,27,9
Pcdhb6,2,2,3,2,3,1
Pcdhb7,7,19,10,12,12,6
Pcdhb8,10,6,5,15,12,3
Pcdhb9,29,21,33,36,46,24
Pcdhb10,12,7,5,6,15,4
Pcdhb11,20,13,9,11,23,7
Pcdhb12,22,16,16,25,22,16
Pcdhb13,9,10,6,20,31,10
Pcdhb14,31,17,34,36,41,14
Pcdhb15,13,7,7,13,17,4
Pcdhb16,28,20,25,56,37,10
Pcdhb17,88,43,70,85,76,34
Pcdhb18,26,21,12,21,21,14
Pcdhb19,26,20,19,25,25,4
Pcdhb20,33,34,32,39,42,12
Pcdhb21,6,10,8,9,7,4
Pcdhb22,33,30,33,32,41,20
Slc25a2,2,4,2,2,1,1
Taf7,243,154,209,177,211,91
Pcdhga1,11,8,9,7,15,5
Pcdhga2,22,10,9,13,9,6
Pcdhga3,20,24,15,28,36,16
Pcdhgb1,29,17,18,21,40,25
Pcdhga4,22,34,17,33,13,12
Pcdhgb2,59,26,38,46,34,35
Pcdhga5,33,37,34,30,46,18
Pcdhga6,36,40,22,28,31,22
Pcdhga7,30,20,37,27,35,25
Pcdhgb4,15,25,20,19,20,16
Pcdhga8,11,10,8,15,10,9
Pcdhgb5,44,34,39,30,46,16
Pcdhga9,27,22,23,13,27,4
Pcdhgb6,94,86,89,89,107,71
Pcdhga10,50,35,36,25,52,20
Pcdhgb7,53,43,32,51,39,23
Pcdhga11,22,18,13,27,23,10
Pcdhgb8,10,2,3,3,1,4
Pcdhga12,30,31,15,28,29,16
Pcdhgc3,704,549,586,672,826,536
Pcdhgc4,227,126,174,191,189,167
Pcdhgc5,54,48,39,27,38,24
Diaph1,6139,4190,4920,5332,5852,3418
Mir6979,0,0,0,0,2,0
Hdac3,2206,1409,1909,1815,1918,1156
Rell2,13,24,16,18,22,13
Fchsd1,291,191,240,260,320,265
Arap3,401,311,338,397,409,238
Mir6981,0,0,0,0,0,0
Mir6980,0,0,0,0,0,0
Pcdh1,4110,2620,3075,3714,4230,3497
1700086O06Rik,96,56,92,82,95,60
Dele1,1313,966,1086,1080,1274,742
Pcdh12,124,94,92,154,107,74
Rnf14,2415,1490,2007,1995,2238,697
Gnpda1,587,545,477,486,724,283
Gm52329,1,4,1,4,3,0
Ndfip1,3251,2158,2426,2786,3331,2110
Spry4,301,148,202,129,216,110
Gm19774,15,5,8,9,8,4
Fgf1,664,587,443,539,737,150
Gm5820,1,1,4,2,1,0
Arhgap26,1236,689,814,998,962,358
Nr3c1,3280,2384,2740,3342,3564,1066
Pabpc2,0,0,0,2,0,0
Yipf5,1338,947,1102,1057,1110,470
Gm31087,0,0,0,0,0,0
Kctd16,3,0,1,2,2,0
Gm31205,0,0,0,0,0,0
Prelid2,592,381,531,448,403,416
Grxcr2,0,0,0,0,0,0
Sh3rf2,473,256,392,451,492,226
Plac8l1,0,6,0,5,3,1
Lars,1732,1183,1565,1738,1589,464
Gm4013,15,23,19,27,38,22
Rbm27,1350,909,1138,1274,1226,381
Pou4f3,0,0,0,0,0,0
Tcerg1,1848,1295,1681,1706,1576,559
Gpr151,2,4,5,4,6,0
Ppp2r2b,21,26,20,21,38,10
Stk32a,29,20,33,20,23,13
Dpysl3,1016,858,819,964,1026,489
Eif3j1,961,705,879,773,778,407
Eif3j2,0,0,0,0,0,0
Jakmip2,10,5,7,6,6,1
Spink1,2699,1683,2016,4399,4055,4064
Scgb3a2,0,0,0,0,0,0
Gm94,0,0,0,0,0,0
Spink5,4,2,2,0,2,1
Spink14,0,0,0,0,0,0
Spink6,0,0,0,0,0,0
Spink12,0,0,0,0,0,0
Gm10267,0,0,0,0,0,0
Spinkl,0,0,0,0,0,0
Spink11,0,0,0,0,0,0
Npy6r,1,1,0,3,0,1
Gm41717,0,0,0,0,0,0
Myot,23,14,14,26,35,10
Dcp2,2980,1826,2522,2915,2597,705
Mcc,815,447,562,599,623,232
A930012L18Rik,15,12,10,12,18,2
Ythdc2,1072,617,899,901,898,210
Kcnn2,18,13,20,13,17,11
Gm32139,1,0,0,1,0,0
A330093E20Rik,0,1,2,0,0,0
Trim36,815,531,684,883,946,278
Pggt1b,727,414,568,709,626,165
Ccdc112,83,63,76,66,100,26
Mospd4,4,2,0,1,4,1
Fem1c,896,592,729,778,929,260
Ticam2,51,94,52,19,35,15
Tmed7,5837,3679,4662,4800,5084,2613
Eif1a,2756,1856,2577,2212,2049,888
Cdo1,990,792,725,652,602,614
Atg12,1343,866,1108,1272,1338,477
Ap3s1,1677,1166,1303,1349,1396,968
Lvrn,31,28,16,2,7,1
Arl14epl,0,0,0,0,0,0
Commd10,776,527,655,626,683,482
Sema6a,962,554,723,934,926,341
9130209A04Rik,64,49,65,63,70,71
Gm5095,0,0,0,0,0,0
Gm4146,0,0,0,0,0,0
G630055G22Rik,0,0,0,0,0,0
Eno1b,34,10,12,21,15,9
1700044K03Rik,0,0,0,0,0,0
Dtwd2,86,54,65,75,75,27
1700065O20Rik,0,0,0,0,0,0
Dmxl1,1239,698,919,1236,1104,417
Tnfaip8,1290,920,1180,1219,1178,620
C030005K06Rik,17,6,9,7,7,3
Hsd17b4,2394,1652,1970,2082,2269,1315
Fam170a,0,0,0,0,0,0
Pudp,0,0,0,0,0,0
Prr16,63,34,23,27,45,18
Ftmt,0,0,0,0,0,0
Srfbp1,222,176,204,197,209,84
Lox,248,454,179,196,287,97
Zfp474,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0
Gykl1,0,0,0,0,0,0
Sncaip,68,41,48,63,71,23
Gm51263,0,1,0,1,0,0
Snx2,2487,1858,2204,2267,2200,939
Snx24,694,448,498,495,481,230
Ppic,251,247,182,272,345,126
Prdm6,50,26,45,24,43,17
Gm19466,1,2,3,0,1,0
Cep120,708,437,603,582,658,166
Csnk1g3,1932,1112,1514,1613,1762,660
Redrum,0,0,0,0,0,0
4933434P08Rik,0,0,0,0,1,0
9330117O12Rik,0,0,0,0,0,0
Zfp608,579,332,400,474,565,122
Gm4221,7,2,7,4,8,2
Gramd3,2693,1799,2167,2301,2541,842
LOC102637792,11,0,4,4,0,3
Aldh7a1,770,594,574,684,746,500
Mir1258,0,2,0,0,0,1
Phax,561,425,603,482,543,270
Tex43,0,0,0,0,1,0
Lmnb1,3292,2282,3043,2524,2409,1573
Marchf3,348,249,302,391,435,298
Gm34632,17,5,23,19,18,7
Gm10536,2,4,4,2,0,0
C330018D20Rik,339,253,315,304,360,163
Megf10,16,21,21,10,18,2
Prrc1,2904,1957,2419,2677,2803,1970
Gm19500,2,0,0,0,2,0
Ctxn3,127,98,111,93,145,64
1700066O22Rik,0,0,0,0,0,0
Ccdc192,0,3,2,1,2,4
4930511M06Rik,30,23,17,12,20,5
2210409D07Rik,0,0,0,0,1,0
Gm19519,3,0,0,0,0,0
Slc12a2,12998,6905,9556,13511,13762,4684
Fbn2,95,72,85,131,133,36
Gm52334,0,0,0,0,0,0
Slc27a6,6,17,7,10,10,0
Isoc1,1737,1289,1566,1536,1775,862
Adamts19,55,80,49,61,68,18
Minar2,26,14,14,13,25,14
Chsy3,48,27,37,46,93,25
Mir6355,0,0,0,0,0,0
Gm35234,0,0,0,0,0,0
Gm4951,806,206,1221,770,466,275
Gm4841,446,127,636,310,173,119
F830016B08Rik,117,27,148,136,56,23
Iigp1,6700,2379,9454,5036,3335,2412
Smim3,286,174,267,212,212,179
Dctn4,1916,1180,1464,1562,1746,526
Rbm22,1120,805,966,1024,1157,650
Myoz3,0,0,0,0,0,1
Synpo,3149,2030,2513,2825,3263,2402
G630071F17Rik,2,2,0,0,2,0
Ndst1,3577,2368,3187,3363,3416,2251
Rps14,14890,10226,12936,12625,14119,17370
Cd74,80214,25110,70645,44875,49998,46760
Mir5107,23,10,37,27,31,27
Tcof1,2389,1599,2030,1578,1553,1172
Arsi,58,127,52,49,83,52
Camk2a,147,79,112,135,141,69
Mir7220,0,0,0,0,0,0
Mir6982,0,0,0,0,0,0
Slc6a7,365,282,349,492,684,342
Cdx1,14605,9856,12760,10917,13289,11740
Pdgfrb,859,655,658,815,1002,566
Csf1r,1872,2523,1685,1456,1820,1056
Mir6983,0,0,0,0,0,0
Hmgxb3,1470,995,1252,1257,1418,1023
Slc26a2,9012,5202,6482,10149,10341,3066
Pde6a,5,9,5,11,5,4
Ppargc1b,3595,2246,2854,3086,2950,1302
Mir378a,4,5,5,13,5,13
Lncbate10,0,0,0,0,0,0
Gm46637,2,1,2,6,2,4
Arhgef37,160,85,113,190,200,100
Csnk1a1,11489,7868,9644,10332,10936,4144
Gm35607,55,39,62,47,45,53
Bvht,423,285,403,333,494,129
Carmn,473,264,444,332,528,124
Mir145a,101,43,66,62,104,28
Mir143,54,22,33,18,24,4
Il17b,3,2,2,2,1,0
Pcyox1l,412,291,285,315,392,221
Grpel2,1545,952,1161,1527,1580,585
1500015A07Rik,86,78,59,98,110,37
Afap1l1,499,377,387,498,533,336
Ablim3,60,108,82,77,106,33
Sh3tc2,40,36,18,27,35,43
Adrb2,55,34,28,43,50,16
Gm9949,5,4,5,10,9,3
Htr4,666,368,463,532,637,176
Fbxo38,1916,1296,1643,1764,1895,552
Spink10,1,0,0,0,0,3
Spink7,0,0,0,0,0,0
Spink13,0,0,0,3,1,0
Gm36598,2,0,1,0,0,0
2700046A07Rik,0,1,3,2,2,1
Apcdd1,139,139,147,72,130,104
Napg,1316,770,1023,1191,1169,394
Piezo2,282,194,161,227,295,68
Txnl1,1973,1302,1566,1515,1606,1068
Gm41754,0,0,0,0,0,0
Wdr7,792,483,707,752,769,263
St8sia3os,0,0,1,0,0,0
St8sia3,12,10,14,5,10,2
Onecut2,9,0,1,7,0,1
Fech,1497,1104,1256,1498,1405,783
Nars,6373,4228,5468,5220,4707,1892
Atp8b1,12840,8172,10330,12849,12085,3430
Nedd4l,3564,2616,3089,3382,3743,1480
Mir122,0,0,0,0,0,0
Mir122b,0,0,0,0,0,0
Alpk2,1,3,6,0,2,0
Malt1,737,627,620,785,747,202
Zfp532,376,246,263,326,418,130
Oacyl,11,4,7,14,6,3
Sec11c,2965,1814,2330,2214,2102,1491
Gm30094,0,0,0,0,0,0
Grp,68,41,56,41,60,38
Rax,0,0,2,0,0,1
Cplx4,0,0,0,0,0,0
Lman1,2838,1967,2192,2158,2230,1064
Ccbe1,65,76,61,54,80,26
Mir694,0,0,0,0,0,0
Pmaip1,685,377,522,615,740,201
Gm9926,1203,605,768,878,1091,311
Mc4r,0,0,0,0,1,2
Gm19784,0,0,0,0,0,0
Gnal,176,162,111,176,234,60
Chmp1b,3106,1854,2352,2863,3352,1938
Mppe1,553,325,469,464,537,272
Impa2,682,447,565,517,632,485
B430212C06Rik,30,17,23,19,21,11
Cidea,8,0,6,2,6,1
Tubb6,765,778,625,507,687,463
Afg3l2,5308,3351,4209,4496,4734,2861
Prelid3a,7,8,5,9,3,6
Spire1,227,171,198,244,263,98
Cep76,235,162,209,215,191,89
Psmg2,405,261,335,287,303,104
Ptpn2,1003,658,852,817,854,400
Seh1l,1821,1078,1442,1349,1506,611
4930549G23Rik,9,6,4,12,22,6
Cep192,1074,648,800,897,806,151
Ldlrad4,202,139,123,208,209,78
Fam210a,1363,792,991,1211,1069,290
Mir7219,0,0,0,0,0,0
Rnmt,785,533,581,618,637,212
Mc5r,0,0,1,0,4,0
Mc2r,0,5,0,0,0,0
Mir6356,0,0,0,0,0,0
4930546C10Rik,0,0,1,0,0,0
Mir145b,0,0,0,0,0,0
Tcf4,1444,921,1174,1475,1657,396
Ccdc68,1022,625,838,1147,1062,674
Rab27b,1767,968,1492,1903,1793,677
Dynap,0,0,0,0,0,0
4930503L19Rik,82,78,64,60,78,10
Stard6,5,6,5,11,4,3
Poli,184,127,156,135,198,68
Mir6357,0,0,0,0,0,0
Mbd2,5569,3004,3764,4144,5510,2934
Dcc,0,0,2,0,0,0
Gm31908,0,0,0,0,0,0
Mex3c,1827,1103,1482,1406,1499,721
Smad4,6749,3808,4949,6119,6597,3276
4930578L24Rik,118,65,92,130,120,51
Gm32548,1,0,0,0,1,0
Elac1,631,433,593,547,671,194
Me2,8061,5060,6743,6812,6462,3603
Mro,12,6,8,11,6,1
Mapk4,127,51,83,67,76,23
D730045A05Rik,1,0,0,0,0,0
Gm9925,11,5,5,6,9,1
Ska1,106,70,82,60,75,51
Cxxc1,2489,1621,2035,1946,2141,1632
Mbd1,3028,1856,2331,2783,2820,1481
Cfap53,8,2,3,8,6,2
Myo5b,7591,5000,6163,7971,7306,3551
1700120E14Rik,11,4,8,6,5,1
Scarna17,0,2,1,4,1,2
Acaa2,2451,1674,2094,2217,2807,2150
Lipg,1753,1112,1631,1236,1290,763
9030625G05Rik,10,8,8,11,12,1
Rpl17,13144,9032,11137,11159,12065,13328
BC031181,2041,1342,1586,1473,1562,807
Dym,1314,888,1018,1123,1308,748
2010010A06Rik,85,47,73,51,105,75
Gm20544,153,69,128,150,149,71
Smad7,2444,1545,2116,2380,3001,1973
Ctif,614,305,418,332,556,304
Gm10532,0,1,0,0,0,2
Zbtb7c,1024,758,814,976,1058,796
2900057B20Rik,7,4,2,4,1,0
Mir6358,0,0,0,0,0,0
Smad2,1388,878,1101,1452,1493,512
Gm31875,0,0,0,0,0,0
Gm31933,0,0,0,0,0,0
Skor2,0,0,0,0,0,0
Ier3ip1,1260,766,950,927,1071,570
Hdhd2,787,487,603,633,668,415
Katnal2,8,8,2,7,9,1
Pias2,1302,737,915,1049,1118,385
St8sia5,281,209,150,168,309,163
Loxhd1,0,0,0,0,0,0
Rnf165,8,11,5,8,15,2
8030462N17Rik,682,451,579,548,619,172
4930465K10Rik,0,1,0,0,1,0
A330094K24Rik,0,1,3,1,1,0
5730552O08Rik,1,13,4,5,0,1
Haus1,280,193,194,187,198,92
Atp5a1,50695,31739,42884,41102,43222,30694
F830208F22Rik,14,15,5,3,5,2
Pstpip2,670,507,513,577,551,249
Epg5,1167,780,946,1196,1008,455
Siglec15,2,0,0,0,1,0
Slc14a1,8,9,8,19,17,13
Slc14a2,0,0,0,0,0,0
4931439C15Rik,0,0,0,0,0,0
Setbp1,830,441,529,793,740,225
Gm36718,0,0,0,0,0,0
Pard6g,126,116,144,146,187,99
Adnp2,833,496,674,622,732,340
Rbfaos,6,4,11,11,15,6
Rbfa,408,319,369,318,379,327
Txnl4a,487,354,402,369,353,234
Gm16286,0,0,0,0,0,0
Hsbp1l1,28,21,30,16,52,19
Slc66a2,1440,911,1104,1133,1234,967
Kcng2,18,24,18,12,23,19
D330025C20Rik,1,0,2,0,0,0
Ctdp1,1052,683,871,893,995,763
Gm2176,0,0,0,2,0,0
Gm41790,0,0,2,0,2,0
Nfatc1,687,514,583,636,719,331
Atp9b,1812,1175,1508,1684,1601,863
Sall3,0,0,1,2,2,0
Gm27239,0,0,0,0,0,0
Mir5127,0,0,0,0,0,0
Galr1,5,5,4,20,12,4
Mbp,2132,1590,1680,2033,1998,1164
Zfp236,1439,831,991,1171,1250,547
Mir5112,0,0,0,0,0,0
2210420H20Rik,1,0,0,0,0,0
4930445N18Rik,0,0,0,0,0,0
Gm30889,0,0,0,0,0,0
Zfp516,599,559,484,537,621,356
4930592I03Rik,4,4,2,1,0,0
4921531P14Rik,0,0,0,0,0,0
Tshz1,2206,1189,1570,1816,2196,941
Zadh2,2641,1597,2073,2308,2543,1290
Zfp407,583,353,445,554,480,183
Cndp1,1,5,0,1,1,1
Cndp2,1792,1306,1470,1491,1935,1731
Dipk1c,5,2,8,7,11,9
Gm38576,2,0,1,0,0,0
Gm17266,0,0,0,0,0,0
Cyb5a,1638,1226,1356,1316,1500,1350
Fbxo15,1,0,1,0,0,0
Timm21,503,312,415,395,419,159
Gm32291,0,0,0,0,0,0
Neto1,0,1,2,0,9,6
Cbln2,32,4,13,15,36,6
Socs6,1365,1034,1158,1226,1165,416
